Image Tag,Analysis Region,Total Cells,Hoechst 33342 ,Rhodamine 6G ,Cy5 ,5-FAM ,Texas Red ,Hoechst 33342 Positive Nuclei Cells,Rhodamine 6G Positive Nuclei Cells,Negative Nuclei Cells,Rhodamine 6G Positive Cytoplasm Cells,Cy5 Positive Cytoplasm Cells,5-FAM Positive Cytoplasm Cells,Texas Red Positive Cytoplasm Cells,Negative Cytoplasm Cells,CD8+GzBp Cells,CD8+GzBpPanCKp Cells,CD8+GzBpPanCKn Cells,CD8+GzBn Cells,CD8+GzBnPanCKp Cells,CD8+GzBnPanCKn Cells,CD8+PDL1p Cells,CD8+PDL1pPanCKp Cells,CD8+PDL1pPanCKn Cells,CD8+PDL1n Cells,CD8+PDL1nPanCKp Cells,CD8+PDL1nPanCKn Cells,CD8+PanCKp Cells,CD8+PanCKn Cells,PDL1pPanCKp Cells,PDL1pPanCKn Cells,% Hoechst 33342 ,% Rhodamine 6G ,% Cy5 ,% 5-FAM ,% Texas Red ,% Hoechst 33342 Positive Nuclei Cells,% Rhodamine 6G Positive Nuclei Cells,% Rhodamine 6G Positive Cytoplasm Cells,% Cy5 Positive Cytoplasm Cells,% 5-FAM Positive Cytoplasm Cells,% Texas Red Positive Cytoplasm Cells,% CD8+GzBp ,% CD8+GzBpPanCKp ,% CD8+GzBpPanCKn ,% CD8+GzBn ,% CD8+GzBnPanCKp ,% CD8+GzBnPanCKn ,% CD8+PDL1p ,% CD8+PDL1pPanCKp ,% CD8+PDL1pPanCKn ,% CD8+PDL1n ,% CD8+PDL1nPanCKp ,% CD8+PDL1nPanCKn ,% CD8+PanCKp ,% CD8+PanCKn ,% PDL1pPanCKp ,% PDL1pPanCKn ,Hoechst 33342 Avg Positive Nuclei Intensity,Rhodamine 6G Avg Positive Nuclei Intensity,Rhodamine 6G Avg Positive Cytoplasm Intensity,Cy5 Avg Positive Cytoplasm Intensity,5-FAM Avg Positive Cytoplasm Intensity,Texas Red Avg Positive Cytoplasm Intensity,Avg Cell Area (μm²),Avg Cytoplasm Area (μm²),Avg Nucleus Area (μm²),Avg Nucleus Perimeter (μm),Avg Nucleus Roundness,Area Analyzed (μm²)
NVA_PREDICT-COMBO1-Prod_19T026914-13.LP-01-15.C1.czi,Layer 1,781993,781993,624,269,157881,8815,781993,560,0,257,269,157881,8815,616222,41,11,30,8774,1323,7451,24,3,21,8791,1331,7460,1334,7481,18,251,100,0.079796,0.034399,20.189568,1.127248,100,0.071612,0.032865,0.034399,20.189568,1.127248,0.005243,0.001407,0.003836,1.122005,0.169183,0.952822,0.003069,0.000384,0.002685,1.124179,0.170206,0.953973,0.17059,0.956658,0.002302,0.032097,12682.68457,371.321045,340.972656,2008.265625,3197.944092,469.876007,113.806992,65.953087,47.853901,30.942059,0.73696,168250688
NVA_PREDICT-COMBO1-Prod_19T026447-15.LP-01-14.C1.czi,Layer 1,911794,911794,3911,12042,335440,37532,911794,3202,0,1973,12042,335440,37532,539579,238,125,113,37294,8841,28453,1620,403,1217,35912,8563,27349,8966,28566,3541,8501,100,0.428935,1.320693,36.789013,4.116281,100,0.351176,0.216387,1.320693,36.789013,4.116281,0.026102,0.013709,0.012393,4.090178,0.969627,3.120551,0.177672,0.044199,0.133473,3.938609,0.939138,2.999471,0.983336,3.132945,0.388355,0.932338,22113.87305,362.049225,352.947723,2596.22998,5243.512207,437.131561,88.516785,49.079395,39.437386,28.93062,0.704624,119484056
NVA_PREDICT-COMBO1-Prod_19T026447-15.LP-01-14.C1.czi,Layer 2,65139,65139,1610,5,39281,1518,65139,1521,0,456,5,39281,1518,24950,53,35,18,1465,674,791,2,0,2,1516,709,807,709,809,0,5,100,2.471637,0.007676,60.303352,2.330401,100,2.335007,0.700041,0.007676,60.303352,2.330401,0.081364,0.053731,0.027633,2.249037,1.03471,1.214326,0.00307,0,0.00307,2.327331,1.088442,1.238889,1.088442,1.241959,0,0.007676,18363.26758,362.021973,349.344513,1577.011108,3404.826904,497.982086,88.083,55.098713,32.984291,26.380306,0.703533,26227260
NVA_PREDICT-COMBO1-Prod_19T026133-5.LP-01-13.C1.czi,Layer 1,646710,646710,473,1366,159858,12738,646710,387,0,149,1366,159858,12738,474240,13,4,9,12725,996,11729,88,8,80,12650,992,11658,1000,11738,431,935,100,0.073139,0.211223,24.718653,1.969662,100,0.059841,0.02304,0.211223,24.718653,1.969662,0.00201,0.000619,0.001392,1.967652,0.15401,1.813641,0.013607,0.001237,0.01237,1.956054,0.153392,1.802663,0.154629,1.815033,0.066645,0.144578,24403.91406,321.67041,312.383148,3757.064697,3822.814453,460.55658,88.729218,50.311577,38.417641,28.306557,0.70935,88558208
NVA_PREDICT-COMBO1-Prod_19T026133-5.LP-01-13.C1.czi,Layer 2,58873,58873,873,3,19245,1415,58873,864,0,86,3,19245,1415,38490,14,9,5,1401,273,1128,0,0,0,1415,282,1133,282,1133,1,2,100,1.482853,0.005096,32.689007,2.403479,100,1.467566,0.146077,0.005096,32.689007,2.403479,0.02378,0.015287,0.008493,2.379699,0.46371,1.915989,0,0,0,2.403479,0.478997,1.924482,0.478997,1.924482,0.001699,0.003397,18982.70313,320.440643,310.245544,2968.887451,3846.927979,466.018829,87.083885,54.699036,32.384846,26.112164,0.701904,11379421
NVA_PREDICT-COMBO1-Prod_19T025684-15.LP-01-12.C1.czi,Layer 1,154255,154255,1476,241,53119,2655,154255,1376,0,342,241,53119,2655,98777,20,15,5,2635,526,2109,24,1,23,2631,540,2091,541,2114,44,197,100,0.956857,0.156235,34.435837,1.721176,100,0.892029,0.221711,0.156235,34.435837,1.721176,0.012966,0.009724,0.003241,1.70821,0.340994,1.367217,0.015559,0.000648,0.01491,1.705617,0.35007,1.355548,0.350718,1.370458,0.028524,0.127711,23461.98828,323.569824,330.894714,2274.13208,3780.75293,476.321472,83.28067,53.970688,29.30998,24.792728,0.712609,44641772
NVA_PREDICT-COMBO1-Prod_19T025684-15.LP-01-12.C1.czi,Layer 2,86304,86304,1574,3,51352,808,86304,1535,0,341,3,51352,808,34567,29,28,1,779,430,349,0,0,0,808,458,350,458,350,1,2,100,1.823786,0.003476,59.501297,0.936225,100,1.778597,0.395115,0.003476,59.501297,0.936225,0.033602,0.032443,0.001159,0.902623,0.498239,0.404384,0,0,0,0.936225,0.530682,0.405543,0.530682,0.405543,0.001159,0.002317,20873.03711,326.029297,329.036224,1590.276733,3197.751221,458.912231,82.351517,53.947796,28.403719,24.43631,0.707766,23169778
NVA_PREDICT-COMBO1-Prod_19T025493-13.LP-01-11.C1.czi,Layer 1,716301,716301,3612,1594,324503,23465,716301,3259,0,1697,1594,324503,23465,372979,134,106,28,23331,5549,17782,279,79,200,23186,5576,17610,5655,17810,742,852,100,0.504257,0.222532,45.302605,3.275857,100,0.454976,0.236912,0.222532,45.302605,3.275857,0.018707,0.014798,0.003909,3.25715,0.774674,2.482476,0.03895,0.011029,0.027921,3.236907,0.778444,2.458464,0.789473,2.486385,0.103588,0.118944,19537.91016,339.190979,323.525757,2804.502197,5649.29834,522.231018,92.603333,51.215637,41.387691,29.396688,0.711253,102826824
NVA_PREDICT-COMBO1-Prod_19T025493-13.LP-01-11.C1.czi,Layer 2,121804,121804,4439,6,66297,3605,121804,4322,0,951,6,66297,3605,53899,149,118,31,3456,2062,1394,0,0,0,3605,2180,1425,2180,1425,2,4,100,3.644379,0.004926,54.429249,2.959673,100,3.548324,0.780763,0.004926,54.429249,2.959673,0.122328,0.096877,0.025451,2.837345,1.692884,1.144462,0,0,0,2.959673,1.789761,1.169912,1.789761,1.169912,0.001642,0.003284,15814.05957,369.844025,359.972656,1517.648926,4227.687988,581.550537,87.152672,54.421307,32.731365,26.276022,0.708038,27989890
NVA_PREDICT-COMBO1-Prod_19T023717-4.LP-01-05.C1.czi,Layer 1,338111,338111,802,1078,211372,10577,338111,695,0,347,1078,211372,10577,118622,56,44,12,10521,3105,7416,230,57,173,10347,3092,7255,3149,7428,261,817,100,0.2372,0.31883,62.515564,3.128263,100,0.205554,0.102629,0.31883,62.515564,3.128263,0.016563,0.013013,0.003549,3.1117,0.918337,2.193362,0.068025,0.016858,0.051167,3.060238,0.914493,2.145745,0.931351,2.196912,0.077194,0.241637,8131.755371,332.960907,327.631073,2213.339844,5519.218262,593.439148,106.226669,52.94389,53.282776,33.214138,0.71846,66839132
NVA_PREDICT-COMBO1-Prod_19T023717-4.LP-01-05.C1.czi,Layer 2,131849,131849,413,5,81131,2635,131849,396,0,72,5,81131,2635,49002,6,5,1,2629,942,1687,1,1,0,2634,946,1688,947,1688,1,4,100,0.313237,0.003792,61.533268,1.998498,100,0.300344,0.054608,0.003792,61.533268,1.998498,0.004551,0.003792,0.000758,1.993948,0.714454,1.279494,0.000758,0.000758,0,1.99774,0.717487,1.280252,0.718246,1.280252,0.000758,0.003034,7652.558594,337.991302,378.709717,1311.651611,3532.487305,568.626343,97.243431,55.731236,41.512199,29.78846,0.71363,43117680
NVA_PREDICT-COMBO1-Prod_19T023503-17.LP-01-06.C1.czi,Layer 1,926429,926429,1312,543,560359,9117,926429,1097,0,771,543,560359,9117,356961,49,11,38,9068,915,8153,88,6,82,9029,920,8109,926,8191,54,489,100,0.141619,0.058612,60.485909,0.984101,100,0.118412,0.083223,0.058612,60.485909,0.984101,0.005289,0.001187,0.004102,0.978812,0.098766,0.880046,0.009499,0.000648,0.008851,0.974602,0.099306,0.875296,0.099954,0.884148,0.005829,0.052783,9078.736328,432.458374,416.952271,1652.204468,3807.043213,468.110504,109.339409,53.44714,55.892273,33.978027,0.715063,202202064
NVA_PREDICT-COMBO1-Prod_19T023503-17.LP-01-06.C1.czi,Layer 2,20009,20009,1087,0,10274,375,20009,965,0,610,0,10274,375,9246,32,19,13,343,114,229,0,0,0,375,133,242,133,242,0,0,100,5.432555,0,51.346893,1.874157,100,4.82283,3.048628,0,51.346893,1.874157,0.159928,0.094957,0.064971,1.714229,0.569744,1.144485,0,0,0,1.874157,0.664701,1.209456,0.664701,1.209456,0,0,9166.568359,539.887329,438.026855,0,3276.376953,557.810913,96.199333,57.877056,38.322273,28.69286,0.703991,15895764
NVA_PREDICT-COMBO1-Prod_19T022564-10.LP-01-04.C1.czi,Layer 1,531389,531389,1814,280,262149,15212,531389,1488,0,913,280,262149,15212,259583,147,90,57,15065,6146,8919,75,30,45,15137,6206,8931,6236,8976,135,145,100,0.34137,0.052692,49.332787,2.862686,100,0.280021,0.171814,0.052692,49.332787,2.862686,0.027663,0.016937,0.010727,2.835023,1.156592,1.678431,0.014114,0.005646,0.008468,2.848572,1.167883,1.68069,1.173528,1.689158,0.025405,0.027287,7421.841309,397.78772,380.422272,3257.47998,5241.919922,581.748718,113.028053,57.721478,55.306576,34.206566,0.708825,148949328
NVA_PREDICT-COMBO1-Prod_19T022564-10.LP-01-04.C1.czi,Layer 2,17856,17856,237,2,5282,143,17856,219,0,93,2,5282,143,12373,2,1,1,141,18,123,0,0,0,143,19,124,19,124,0,2,100,1.327285,0.011201,29.581093,0.800851,100,1.226478,0.520833,0.011201,29.581093,0.800851,0.011201,0.0056,0.0056,0.789651,0.100806,0.688844,0,0,0,0.800851,0.106407,0.694444,0.106407,0.694444,0,0.011201,7742.372559,440.661865,386.551544,1443.224365,2703.367676,453.415405,90.469063,56.108746,34.360317,27.741251,0.683682,4240766
NVA_PREDICT-COMBO1-Prod_19T021810-3.LP-01-03.C1.czi,Layer 1,134894,134894,6437,172,75122,4533,134894,4928,0,4117,172,75122,4533,54323,223,75,148,4310,1418,2892,36,4,32,4497,1489,3008,1493,3040,19,153,100,4.771895,0.127508,55.689651,3.360416,100,3.653239,3.052026,0.127508,55.689651,3.360416,0.165315,0.055599,0.109716,3.195101,1.051196,2.143906,0.026688,0.002965,0.023722,3.333729,1.10383,2.229899,1.106795,2.253621,0.014085,0.113422,15769.93945,532.362305,513.525757,1777.464844,6755.366699,634.733948,89.569168,51.673119,37.896049,28.189884,0.716781,28024152
NVA_PREDICT-COMBO1-Prod_19T021810-3.LP-01-03.C1.czi,Layer 2,94668,94668,4549,13,44122,809,94668,4090,0,2111,13,44122,809,49445,142,104,38,667,325,342,0,0,0,809,429,380,429,380,1,12,100,4.805214,0.013732,46.60709,0.854565,100,4.320362,2.229898,0.013732,46.60709,0.854565,0.149998,0.109858,0.04014,0.704568,0.343305,0.361263,0,0,0,0.854565,0.453163,0.401403,0.453163,0.401403,0.001056,0.012676,9995.512695,585.380188,581.469421,3365.83667,3054.612549,564.793152,96.639481,53.772388,42.867092,30.945295,0.692008,80509016
NVA_PREDICT-COMBO1-Prod_19T021772-7.LP-01-02.C1.czi,Layer 1,122109,122109,475,4,63521,1916,122109,380,0,253,4,63521,1916,57027,7,5,2,1909,538,1371,1,0,1,1915,543,1372,543,1373,1,3,100,0.388997,0.003276,52.019917,1.56909,100,0.311197,0.207192,0.003276,52.019917,1.56909,0.005733,0.004095,0.001638,1.563357,0.44059,1.122767,0.000819,0,0.000819,1.568271,0.444685,1.123586,0.444685,1.124405,0.000819,0.002457,9022.716797,372.996216,354.214783,2490.211914,5672.753906,552.854004,94.91642,48.278378,46.638042,31.816238,0.705604,18036138
NVA_PREDICT-COMBO1-Prod_19T021772-7.LP-01-02.C1.czi,Layer 2,180292,180292,1596,1,72067,725,180292,1405,0,691,1,72067,725,107416,14,6,8,711,314,397,0,0,0,725,320,405,320,405,0,1,100,0.885231,0.000555,39.972378,0.402125,100,0.779291,0.383267,0.000555,39.972378,0.402125,0.007765,0.003328,0.004437,0.39436,0.174162,0.220198,0,0,0,0.402125,0.17749,0.224636,0.17749,0.224636,0,0.000555,7687.357422,400.517181,364.980469,1026.987061,2912.758545,532.468506,93.840256,48.897205,44.94305,31.549223,0.700507,49720500
NVA_PREDICT-COMBO1-Prod_19T021144-16.LP-01-01.C1.czi,Layer 1,2016587,2016587,8155,3270,804075,5206,2016587,6892,0,5493,3270,804075,5206,1201910,41,15,26,5165,1993,3172,46,5,41,5160,2003,3157,2008,3198,771,2499,100,0.404396,0.162155,39.873062,0.258159,100,0.341766,0.272391,0.162155,39.873062,0.258159,0.002033,0.000744,0.001289,0.256126,0.09883,0.157295,0.002281,0.000248,0.002033,0.255878,0.099326,0.156552,0.099574,0.158585,0.038233,0.123922,23969.86719,425.42691,389.263824,2015.36792,3415.605225,393.953796,93.380424,51.034668,42.345757,30.221777,0.70187,260294384
NVA_PREDICT-COMBO1-Prod_19T021144-16.LP-01-01.C1.czi,Layer 2,229656,229656,1981,15,87557,1790,229656,1714,0,1329,15,87557,1790,140435,74,40,34,1716,853,863,1,0,1,1789,893,896,893,897,2,13,100,0.862594,0.006532,38.125282,0.779427,100,0.746334,0.578692,0.006532,38.125282,0.779427,0.032222,0.017417,0.014805,0.747205,0.371425,0.375779,0.000435,0,0.000435,0.778991,0.388842,0.390149,0.388842,0.390584,0.000871,0.005661,15158.52734,554.1875,472.414429,2024.831665,2723.636475,463.167938,92.457413,55.799328,36.658089,27.915867,0.705936,42971732
NVA_PREDICT-COMBO1-Valid_18T015365-15.LU10-VAL.C1.czi,Layer 1,1078971,1078971,1979,1267,312493,74273,1078971,1652,0,819,1267,312493,74273,698637,115,53,62,74158,7501,66657,349,25,324,73924,7529,66395,7554,66719,90,1177,100,0.183416,0.117427,28.962132,6.883688,100,0.153109,0.075906,0.117427,28.962132,6.883688,0.010658,0.004912,0.005746,6.87303,0.695199,6.177831,0.032346,0.002317,0.030029,6.851343,0.697794,6.153548,0.700112,6.183577,0.008341,0.109085,26392.62695,343.275177,329.987946,1549.02356,4192.868652,535.200867,89.80452,51.83918,37.96534,27.974844,0.726005,181124336
NVA_PREDICT-COMBO1-Valid_18T015365-15.LU10-VAL.C1.czi,Layer 2,201297,201297,1648,133,54561,17089,201297,1463,0,752,133,54561,17089,132104,127,56,71,16962,2933,14029,30,2,28,17059,2987,14072,2989,14100,12,121,100,0.818691,0.066072,27.104727,8.489446,100,0.726787,0.373577,0.066072,27.104727,8.489446,0.063091,0.02782,0.035271,8.426355,1.457051,6.969304,0.014903,0.000994,0.01391,8.474543,1.483877,6.990665,1.484871,7.004575,0.005961,0.06011,30203.33398,397.58429,387.972137,1434.003906,3491.224121,544.648071,88.446594,56.254742,32.191853,25.647552,0.728814,34192748
NVA_PREDICT-COMBO1-Valid_18T011127-25.LU09-VAL.C1.czi,Layer 1,1149639,1149639,1772,1379,104909,24024,1149639,1335,0,1153,1379,104909,24024,1019676,125,16,109,23899,1014,22885,159,5,154,23865,1025,22840,1030,22994,164,1215,100,0.154135,0.119951,9.125386,2.0897,100,0.116123,0.100292,0.119951,9.125386,2.0897,0.010873,0.001392,0.009481,2.078826,0.088202,1.990625,0.01383,0.000435,0.013396,2.075869,0.089158,1.986711,0.089593,2.000106,0.014265,0.105685,20639.41992,409.446777,414.833984,1827.800537,3263.738037,462.109558,96.856636,57.688343,39.168293,27.888514,0.747716,188710192
NVA_PREDICT-COMBO1-Valid_18T011127-25.LU09-VAL.C1.czi,Layer 2,260735,260735,3635,17,40009,4551,260735,3059,0,2818,17,40009,4551,214362,128,22,106,4423,416,4007,0,0,0,4551,438,4113,438,4113,4,13,100,1.394136,0.00652,15.344699,1.74545,100,1.173222,1.080791,0.00652,15.344699,1.74545,0.049092,0.008438,0.040654,1.696358,0.159549,1.536809,0,0,0,1.74545,0.167987,1.577464,0.167987,1.577464,0.001534,0.004986,18212.69141,520.415955,445.474609,1292.206787,2796.045166,424.47818,93.488792,58.227882,35.26091,26.673752,0.72136,58332220
NVA_PREDICT-COMBO1-Valid_18T008887-12.LU05-VAL.C1.czi,Layer 1,1526071,1526071,1104,4283,473995,101373,1526071,1065,0,380,4283,473995,101373,973768,443,278,165,100930,24813,76117,1202,438,764,100171,24653,75518,25091,76282,1585,2698,100,0.072343,0.280655,31.059826,6.642745,100,0.069787,0.024901,0.280655,31.059826,6.642745,0.029029,0.018217,0.010812,6.613716,1.62594,4.987776,0.078764,0.028701,0.050063,6.56398,1.615456,4.948524,1.644157,4.998588,0.103861,0.176794,23215.51172,436.712891,391.065155,1828.880493,3457.6875,448.662872,90.357552,51.594505,38.76305,28.036741,0.729085,206775632
NVA_PREDICT-COMBO1-Valid_18T008887-12.LU05-VAL.C1.czi,Layer 2,336967,336967,1994,168,106544,30209,336967,1980,0,163,168,106544,30209,205787,118,72,46,30091,5591,24500,45,3,42,30164,5660,24504,5663,24546,82,86,100,0.591749,0.049857,31.618526,8.964972,100,0.587595,0.048373,0.049857,31.618526,8.964972,0.035018,0.021367,0.013651,8.929955,1.659213,7.270741,0.013354,0.00089,0.012464,8.951618,1.67969,7.271929,1.68058,7.284393,0.024335,0.025522,22214.99023,323.661865,321.01413,2269.491943,3197.44043,577.937866,89.928299,58.385052,31.543247,25.437197,0.721512,130578568
NVA_PREDICT-COMBO1-Valid_18T002894-9.LU08-VAL.C1.czi,Layer 1,1745213,1745213,6311,557827,684680,232565,1745213,4724,0,2969,557827,684680,232565,744247,2686,1598,1088,229879,72843,157036,120386,59078,61308,112179,15363,96816,74441,158124,338478,219349,100,0.361618,31.963263,39.231888,13.325881,100,0.270683,0.170123,31.963263,39.231888,13.325881,0.153907,0.091565,0.062342,13.171974,4.173874,8.998099,6.898069,3.385145,3.512924,6.427812,0.880294,5.547518,4.265439,9.060441,19.394653,12.568609,25889.22852,365.844025,327.250275,2832.091797,4177.494629,573.749084,99.251175,57.932243,41.318928,29.350727,0.722396,291757920
NVA_PREDICT-COMBO1-Valid_18T002894-9.LU08-VAL.C1.czi,Layer 2,282384,282384,3419,2876,52991,21040,282384,3174,0,883,2876,52991,21040,209062,223,105,118,20817,2142,18675,619,94,525,20421,2153,18268,2247,18793,1055,1821,100,1.210763,1.018471,18.765581,7.450847,100,1.124001,0.312695,1.018471,18.765581,7.450847,0.07897,0.037183,0.041787,7.371877,0.758542,6.613335,0.219205,0.033288,0.185917,7.231642,0.762437,6.469205,0.795725,6.655122,0.373605,0.644867,22523.66016,350.634766,337.027405,2577.693848,4152.704102,815.929565,98.187042,63.035461,35.151581,26.871607,0.725334,115703472
NVA_PREDICT-COMBO1-Valid_17T057409-2.LU04-VAL.C1.czi,Layer 1,788961,788961,2230,7520,255344,64704,788961,1874,0,1549,7520,255344,64704,473115,184,25,159,64520,8448,56072,4394,438,3956,60310,8035,52275,8473,56231,588,6932,100,0.28265,0.953152,32.36459,8.201166,100,0.237528,0.196334,0.953152,32.36459,8.201166,0.023322,0.003169,0.020153,8.177844,1.070775,7.107069,0.556935,0.055516,0.501419,7.644231,1.018428,6.625803,1.073944,7.127222,0.074528,0.878624,19930.58008,457.134705,429.330475,1682.984863,3737.5354,541.093201,90.861755,52.006027,38.855732,28.22299,0.723743,107836376
NVA_PREDICT-COMBO1-Valid_17T057409-2.LU04-VAL.C1.czi,Layer 2,207665,207665,6965,26,91726,6759,207665,5781,0,4900,26,91726,6759,108298,447,128,319,6312,1892,4420,4,0,4,6755,2020,4735,2020,4739,2,24,100,3.35396,0.01252,44.170177,3.254761,100,2.78381,2.35957,0.01252,44.170177,3.254761,0.215251,0.061638,0.153613,3.039511,0.911083,2.128428,0.001926,0,0.001926,3.252835,0.972721,2.280115,0.972721,2.282041,0.000963,0.011557,18239.86133,607.442261,539.901794,1476.713257,2969.304443,563.580139,93.300163,60.954391,32.345772,25.751072,0.722452,71787744
NVA_PREDICT-COMBO1-Valid_17T034924-2.LU07-VAL.C1.czi,Layer 1,450948,450948,2253,363,49647,2001,450948,1988,0,1253,363,49647,2001,398978,55,50,5,1946,256,1690,17,0,17,1984,306,1678,306,1695,21,342,100,0.499614,0.080497,11.009474,0.443732,100,0.440849,0.277859,0.080497,11.009474,0.443732,0.012197,0.011088,0.001109,0.431535,0.056769,0.374766,0.00377,0,0.00377,0.439962,0.067857,0.372105,0.067857,0.375875,0.004657,0.07584,37344.38281,354.131958,351.943054,1326.920654,2770.906494,391.138489,101.822006,52.724941,49.097069,32.053154,0.710854,64835372
NVA_PREDICT-COMBO1-Valid_17T034924-2.LU07-VAL.C1.czi,Layer 2,231929,231929,15761,6,84829,3483,231929,14716,0,6660,6,84829,3483,144057,678,631,47,2805,1269,1536,1,1,0,3482,1899,1583,1900,1583,2,4,100,6.795614,0.002587,36.575417,1.501753,100,6.345045,2.871568,0.002587,36.575417,1.501753,0.292331,0.272066,0.020265,1.209422,0.54715,0.662272,0.000431,0.000431,0,1.501322,0.818785,0.682536,0.819216,0.682536,0.000862,0.001725,25934.06641,380.792145,390.887939,1350.124023,2843.2146,446.583252,102.38784,61.585289,40.802547,29.27746,0.702828,79446112
NVA_PREDICT-COMBO1-Valid_17T020018-7.LU06-VAL.C1.czi,Layer 1,968543,968543,1734,295,313769,11739,968543,1419,0,1235,295,313769,11739,642580,37,1,36,11702,935,10767,33,0,33,11706,936,10770,936,10803,8,287,100,0.179032,0.030458,32.395981,1.212027,100,0.146509,0.127511,0.030458,32.395981,1.212027,0.00382,0.000103,0.003717,1.208207,0.096537,1.11167,0.003407,0,0.003407,1.20862,0.09664,1.111979,0.09664,1.115387,0.000826,0.029632,18166.08008,408.715118,385.869385,2091.857666,4439.180176,450.033539,100.554276,56.070091,44.484188,30.724277,0.703179,164544656
NVA_PREDICT-COMBO1-Valid_17T020018-7.LU06-VAL.C1.czi,Layer 2,386923,386923,5269,21,107029,4123,386923,4452,0,4117,21,107029,4123,273172,108,22,86,4015,598,3417,0,0,0,4123,620,3503,620,3503,4,17,100,1.36177,0.005427,27.661575,1.065587,100,1.150617,1.064036,0.005427,27.661575,1.065587,0.027913,0.005686,0.022227,1.037674,0.154553,0.883121,0,0,0,1.065587,0.160239,0.905348,0.160239,0.905348,0.001034,0.004394,22073.08008,566.537354,469.137695,1351.75647,2576.669189,472.515625,94.875618,61.381344,33.49427,26.2349,0.719205,116921824
NVA_PREDICT-COMBO1-Valid_17T010096-9.LU02-VAL.C1.czi,Layer 1,483061,483061,2407,65426,200708,6402,483061,2261,0,804,65426,200708,6402,237535,194,115,79,6208,2274,3934,1943,903,1040,4459,1486,2973,2389,4013,23946,41480,100,0.498281,13.544045,41.549206,1.325298,100,0.468057,0.166439,13.544045,41.549206,1.325298,0.040161,0.023807,0.016354,1.285138,0.470748,0.81439,0.402227,0.186933,0.215294,0.923072,0.307622,0.61545,0.494555,0.830744,4.957138,8.586907,24184.91211,416.774017,376.127472,2110.173096,4283.458984,399.445068,94.861565,56.812374,38.049187,27.989168,0.721208,73944328
NVA_PREDICT-COMBO1-Valid_17T010096-9.LU02-VAL.C1.czi,Layer 2,293019,293019,10132,648,76341,5807,293019,9034,0,6654,648,76341,5807,206948,151,47,104,5656,622,5034,43,9,34,5764,660,5104,669,5138,246,402,100,3.457796,0.221146,26.053259,1.981783,100,3.083076,2.270843,0.221146,26.053259,1.981783,0.051532,0.01604,0.035493,1.93025,0.212273,1.717977,0.014675,0.003071,0.011603,1.967108,0.225241,1.741867,0.228313,1.75347,0.083954,0.137192,25861.89648,450.26062,414.651123,2426.323242,2903.383789,411.283539,96.446159,59.384895,37.061264,27.457104,0.731628,100541864
NVA_PREDICT-COMBO1-Valid_17T017541-12.LU03-VAL.C1.czi,Layer 1,443926,443926,2751,688,302617,6232,443926,2168,0,2317,688,302617,6232,135209,73,9,64,6159,2280,3879,25,7,18,6207,2282,3925,2289,3943,452,236,100,0.619698,0.154981,68.168343,1.403838,100,0.48837,0.521934,0.154981,68.168343,1.403838,0.016444,0.002027,0.014417,1.387393,0.513599,0.873794,0.005632,0.001577,0.004055,1.398206,0.51405,0.884156,0.515626,0.888211,0.101819,0.053162,17646.74219,644.944519,572.050659,1890.478149,4886.062988,553.871704,112.456406,62.387329,50.069077,31.800549,0.738752,127704136
NVA_PREDICT-COMBO1-Valid_17T017541-12.LU03-VAL.C1.czi,Layer 2,192054,192054,9249,125,82136,3800,192054,7978,0,5007,125,82136,3800,105561,269,148,121,3531,1372,2159,28,4,24,3772,1516,2256,1520,2280,29,96,100,4.815833,0.065086,42.767139,1.97861,100,4.15404,2.607079,0.065086,42.767139,1.97861,0.140065,0.077062,0.063003,1.838545,0.714382,1.124163,0.014579,0.002083,0.012496,1.964031,0.789361,1.17467,0.791444,1.187166,0.0151,0.049986,15065.79395,601.170044,648.167053,1558.362671,4209.71875,679.270996,108.97599,66.930656,42.045334,29.267426,0.740354,95169896
NVA_PREDICT-COMBO1-Valid_17T002607-17.LU01-VAL.C1.czi,Layer 1,526514,526514,2441,54231,216309,22321,526514,1906,0,1830,54231,216309,22321,257742,273,68,205,22048,4651,17397,7900,1642,6258,14421,3077,11344,4719,17602,14552,39679,100,0.463615,10.300011,41.083237,4.239393,100,0.362004,0.347569,10.300011,41.083237,4.239393,0.05185,0.012915,0.038935,4.187543,0.883357,3.304186,1.500435,0.311863,1.188572,2.738959,0.58441,2.154549,0.896272,3.343121,2.763839,7.536172,14056.72363,516.126404,496.831787,3164.285645,3842.931885,477.584778,99.91497,51.602615,48.312351,31.273891,0.720388,79084408
NVA_PREDICT-COMBO1-Valid_17T002607-17.LU01-VAL.C1.czi,Layer 2,247480,247480,4547,1597,69178,7644,247480,3787,0,3358,1597,69178,7644,167621,144,19,125,7500,802,6698,218,5,213,7426,816,6610,821,6823,57,1540,100,1.83732,0.645305,27.952967,3.088734,100,1.530225,1.356877,0.645305,27.952967,3.088734,0.058187,0.007677,0.050509,3.030548,0.324067,2.706481,0.088088,0.00202,0.086068,3.000647,0.329724,2.670923,0.331744,2.75699,0.023032,0.622272,20212.17188,614.599243,577.722656,2090.586914,2872.398682,546.850769,93.756363,60.07592,33.680439,26.071609,0.73574,72528720
